x,y,z,qx,qy,qz,qw,J1,J2,J3,J4,J5,J6
-4.033777539959743641e-01,-1.777137818917360335e-01,1.257616796721600649e-01,-1.028551881075060320e-01,2.991151404069244957e-01,-6.605929841756318366e-01,6.808581734228130733e-01,1.181086777950683953e+00,1.180122894450088111e+00,-1.315860596837667984e-01,1.677863135838387976e+00,2.680515125693702316e+00,-1.699495856046133291e+00
-1.126328570827017095e-01,2.561258143578257762e-01,4.035944920058977536e-01,-2.372088384434640207e-01,-2.552471757087829696e-01,-3.472778078918983824e-01,8.706198771006727899e-01,2.702604750504574938e+00,-2.989438771602381806e-02,5.062402007532691428e-01,-2.335525194181453656e-03,-1.335302807098433187e+00,-1.198383318217484561e+00
-4.167242102906557055e-02,-1.687154289937010943e-01,8.857313468954274016e-02,5.044293341214387549e-01,8.345247924756972191e-01,1.422568435676359599e-01,1.699482511806753859e-01,-2.770518807529214200e+00,-2.552141377736767858e+00,6.336187289726797900e-01,-1.841540839340558344e+00,2.742789212488286665e+00,1.948617445022326145e+00
1.250615356682090173e-03,-5.220909877983430647e-01,-1.137342408287529000e-01,1.312074376631762462e-01,6.825143510980430372e-01,-1.388337950653986963e-01,7.054671829325729338e-01,5.859456834291076888e-02,2.167520750361406456e+00,-1.632524934074224054e+00,1.771044860766476603e+00,1.310088804205108204e+00,-5.713006385868357739e-01
-1.475392678819180403e-01,-4.049956456078873668e-01,2.280835608432402184e-01,8.911327875856616121e-01,-2.470870649534499253e-01,-3.792001931017489058e-01,3.221103497397285326e-02,-2.842534792568610857e+00,-1.114533866659669803e+00,-2.239512368224481520e+00,-8.012078150228538753e-01,-1.341204404296613584e+00,4.270628067071315925e-01
-1.336527601214110572e-01,-3.732271158543281481e-03,5.241487856120026489e-02,4.553064763409159221e-01,3.777476249387839435e-01,7.222325861934051350e-01,3.583055063706298005e-01,-1.604096086717874847e+00,-1.285998338735658164e+00,2.600349046999179237e+00,-1.897354085498816900e-01,-1.623815289290227559e+00,-2.673721802072867249e+00
2.319215268932416918e-01,3.295988895521081430e-01,3.603071247329153737e-02,2.475447748016056659e-01,-4.451923061360411049e-01,2.268369796564695673e-01,8.301026320196960295e-01,-2.529436663151102493e+00,1.384921648041196995e+00,-1.548909658626209662e-01,2.419241518904868826e-01,2.405985152871967792e+00,1.421521683651728374e+00
-4.931525780495374933e-01,1.515404507506863951e-01,1.367791417133626675e-01,3.704016818633489860e-01,1.545954281850861478e-01,5.145397496695643946e-01,7.577279813145710863e-01,1.871409940646580949e+00,1.352370866014791062e+00,-7.460083284823459948e-01,2.222562604809914077e+00,2.884750952446442973e+00,2.248583000193375092e+00
5.957430432483424437e-02,-2.081104008649848625e-01,2.245847716421914553e-01,-4.487737481330273948e-01,2.577601181357363491e-01,7.535789573586818557e-01,-4.053154321161333007e-01,-4.602919255325836900e-01,5.602202965810896274e-01,9.940639452219293126e-01,2.051238665800796390e+00,-2.061350622971251489e+00,2.569075920246609357e+00
-3.139663020933969317e-02,-9.245033150780801456e-02,-2.659805938868633687e-02,-3.802156425545317187e-01,7.074681037529090277e-01,-5.070429128598464841e-01,-3.127817639308765885e-01,3.836715041040541507e-01,2.351581844620575623e+00,9.260784896611138350e-01,-1.076022232525649214e+00,-2.788014640248971610e+00,-2.191913756603270258e+00
9.108865827906584278e-02,2.929747227957994471e-01,2.955445681857046814e-01,6.906809094316797293e-02,6.594996199105187737e-03,-4.059537295783173239e-01,9.112560969782615983e-01,-2.862151188200476426e+00,2.033270817497077942e+00,2.567693329621501874e+00,2.919981908874389909e+00,2.799635244680276358e-02,2.804782275707648154e+00
-3.688237522563206916e-01,1.033897760321956655e-01,4.949198576542326311e-01,-2.846099693792531471e-01,4.569032512358732756e-01,8.422925275048263050e-01,2.792637551779460214e-02,-1.350685841741454896e+00,-1.064751962883951020e+00,-1.274477811252865855e+00,1.791243048291677020e+00,7.533469499090674759e-01,-2.887578429444653594e+00
1.665828176271093031e-01,8.809020009778079086e-02,1.261476160760321152e-01,-1.887040990622611270e-01,7.645129442473646009e-01,-4.133794142638629876e-01,4.571959983838361219e-01,-2.294729247198031175e+00,1.282939618875190035e+00,1.287452466875550705e+00,1.171863830256796746e+00,-1.724431158352832449e+00,1.518603990109631319e+00
1.990153784069238485e-01,1.175292461081136053e-01,6.399870552997860562e-01,2.199286656500565873e-01,-2.802229217502054046e-02,9.126573227865228954e-01,-3.433696904660927252e-01,1.045550085041679012e+00,-7.581692455767221617e-01,-1.125987446346912169e+00,-8.210862221217198886e-01,-1.709726993545368501e-01,2.606318952848562631e+00
2.668023785904979350e-01,2.234186286101893515e-01,-1.587858498182920242e-01,7.246196238517530475e-01,5.212111313627001419e-01,4.019106504268141200e-01,2.042870195241339726e-01,8.421917156777265490e-01,-2.561412713894395843e+00,-8.026999305969413356e-01,2.346832392995185756e+00,6.606150986234200495e-01,-1.619733062106367472e+00
5.524628496635316383e-03,-1.419249874030202863e-01,6.581861506515995774e-01,6.988705227024916145e-01,-2.490832252242160538e-01,6.525935513635287011e-01,1.538154612780739672e-01,-2.849312571497513602e+00,-4.074505542956261550e-01,-1.465815935715726770e+00,-1.869197588423463507e+00,1.584791550967413087e+00,-1.750143232466207399e+00
-5.112247837553623303e-02,2.408231879447291224e-01,5.543855628264036106e-01,4.828209929377342280e-01,8.317672039815040552e-01,2.444673367420924226e-01,1.236241417589639402e-01,2.818801610104843647e+00,8.419992554404918117e-01,-2.651066225967827705e+00,-1.711030913992952929e+00,2.600466740173537517e+00,2.739809267768022139e+00
-3.118245595735222309e-01,1.371756552971189203e-01,5.072812746175409115e-01,2.314575293435978121e-01,7.412568529202047118e-01,-5.952118605798659701e-01,-2.066120304678466524e-01,-1.018015277661413087e+00,-8.723212773616011440e-01,-1.531012523646710921e+00,1.360955216871233553e+00,-1.648840434725698634e+00,2.278121829096805051e+00
8.829408163892167594e-02,-3.504888127344246151e-01,4.017827261463919331e-01,-5.570227022566198727e-01,3.203499265053194045e-01,7.265411359172104788e-01,2.433918888929940127e-01,2.865626127788245547e+00,-9.214064175483454022e-01,-2.037536996241179565e+00,-2.231097514932534054e+00,-2.568881852119352160e+00,-4.633889936122281838e-01
3.984463774996194196e-02,1.886028427823968068e-01,1.306037387460102506e-01,7.318718014534424388e-01,3.345578947814672466e-01,-5.891392683194058844e-01,-7.314098577925579048e-02,-2.806416452983062637e+00,9.771132106358493274e-01,1.071575158617593004e+00,-2.022006946900841040e+00,-1.018517495426968900e+00,5.704935214539528232e-01
6.388128409955824705e-02,-2.139529911281747854e-01,-7.139924443734911585e-02,3.718393971383820995e-01,-3.278701181721662694e-01,6.025372446596479747e-01,6.254482529702152238e-01,-3.726114434032643530e-01,-2.821336535145125168e+00,2.697611269949877766e+00,-2.539201335272490923e+00,5.124362189451625582e-01,7.778388688511075344e-01
-1.570509591840585084e-01,1.004922697836563295e-02,3.036531575976481045e-01,8.765600388228572681e-01,-2.951848748610800266e-01,-3.798037148820986864e-01,-1.604762143988312448e-02,1.514696767359454022e+00,-4.211431391682531888e-01,9.656264144645287928e-01,2.333705426335606070e+00,-4.109576760750073277e-01,-2.138876242721350351e-01
-2.086154686938446745e-01,7.666106775362004078e-02,3.478431079185324570e-01,-5.665881954606017956e-01,3.867999051765984991e-02,4.348588163307818243e-03,8.230812626218866335e-01,1.718187739646061196e+00,-7.348043722404407063e-02,7.573558508759132835e-01,-1.906476041022215462e+00,1.734621293312623713e+00,2.315802028445586913e+00
4.087129601041798455e-01,-5.957430461985678549e-03,5.546983261390754372e-01,-2.605235786916175189e-01,7.656706191884112833e-01,5.566341541606287802e-01,1.898272537841433627e-01,-1.478244989036497925e+00,7.181009143284771135e-01,-1.572372562826735987e+00,1.427536987434026017e+00,1.864771345144691672e+00,1.732671848269008663e+00
2.192395683719421118e-03,-2.980275524986330735e-02,-2.905257825679499750e-01,1.907596916519795904e-01,2.152311032674537605e-01,2.574610707210269606e-02,9.574045384255021052e-01,4.477343467442498337e-01,-2.760058565565004507e+00,-2.270663658457321876e+00,-9.385616400076877142e-01,-2.418692132082749691e+00,2.798985194168360557e+00
1.771275524107034788e-02,-2.326966614894535740e-02,6.294906140327215516e-01,7.672181052482675290e-02,8.379231750384835697e-01,-5.385897800367062116e-01,4.381284472882628067e-02,1.222626358177561379e+00,1.659835679498318228e-01,-2.396097818113808842e+00,-1.567552366671900677e+00,-2.122536416330974784e+00,-2.230009942572278803e+00
-1.633789479746436749e-02,-1.515025783136250692e-02,1.530206265981557678e-01,7.227559350073539113e-01,-1.809316336407405801e-01,-1.238072673156255243e-01,6.554077836885802144e-01,3.589833869651073428e-01,-1.472825473048570144e+00,1.662910834319512254e+00,-2.399358947799536956e+00,1.074689060450664257e-01,-6.727035021612062238e-01
-4.297531865336184226e-02,-1.628137387976490852e-02,2.186147239891236271e-01,-1.238442702052309080e-01,-7.860847640877364206e-01,2.176617415158420554e-01,5.651165425704267609e-01,-3.814671314216653286e-01,-6.293125051013195304e-01,1.624864113697752188e+00,1.859268365902043918e+00,-1.435495938253221526e+00,-1.618683971423590107e+00
-4.966545625387665253e-02,4.350887192582603147e-01,-7.846003069318084611e-02,2.057763459505592696e-01,8.680057188322941597e-01,4.431797172505043125e-01,-8.839629935371508263e-02,-1.085300144707446179e-01,-1.871674614389165603e+00,-1.913464506347188898e+00,-1.618383815854513186e+00,-1.164437268094431488e-01,2.134165553175227714e+00
-1.314012474525887847e-02,3.653891175491548633e-03,2.719329858645305742e-01,3.124684600104113419e-02,-2.826572852538539737e-01,-1.477400120571138731e-01,9.472599339913374550e-01,-2.672658669647399066e+00,-3.759386713614318865e-01,1.700330449338682826e+00,1.544163941342196367e+00,2.621348781540133288e+00,1.769578817133721671e+00
-7.822472822457023078e-02,1.375036133740861755e-03,2.207083784738148036e-01,3.068671677129115039e-01,9.163347500631344733e-01,4.928540335478107104e-02,-2.524561669334812741e-01,1.313475562902901572e+00,-3.063367448321780984e-01,1.468367292536860269e+00,1.623821749441564322e+00,-3.551382296763900825e-01,-2.365122744683026301e+00
-3.244784214386748911e-01,5.138467911690411949e-01,2.568056560805634381e-01,4.486512489389703484e-01,6.240509589963156856e-01,5.834628144103419789e-01,-2.623806425818125954e-01,2.518104244420118931e+00,1.284191330973929901e+00,-1.321264829996241064e+00,1.848905580709177876e+00,-8.490736480668927832e-01,2.402462097794838769e+00
2.274923152078588973e-01,-1.097903175203266968e-01,3.514329875827795213e-01,6.506628491113706225e-01,-4.372743384048984328e-01,4.029764247263190047e-01,4.722700613776255607e-01,1.905600225529010316e+00,-1.674267588226818093e+00,1.285102536010214180e-01,2.014824704748132689e+00,1.812809218193140559e+00,-1.866716229355788181e+00
3.261789987666788293e-01,-3.398786500070547639e-02,1.525804403312083085e-02,-5.978755763899619158e-01,7.922689105808651266e-01,-1.211716837237575839e-01,1.312217767484037505e-02,-1.509051652681818068e+00,1.216209742105260005e+00,4.888361827845564278e-01,-2.643165415336472535e+00,3.540619769324262478e-01,2.870664547624389051e+00
-2.293755621018638557e-01,-2.170370672159259995e-01,5.599557522950735500e-01,9.621943146624116761e-01,2.478552813212577810e-01,6.769031757759699786e-02,9.037633129717408120e-02,8.197010872503507350e-01,2.505015764096278907e-01,-9.000871227212394743e-01,-2.856092648219897168e+00,-2.233250502435891960e+00,-1.149035959597990653e+00
-5.573484594969959488e-02,4.443340757673150399e-02,3.505111722503189697e-01,8.517284410658669813e-01,-3.650456792540039686e-02,4.765628544249643772e-01,-2.147415306418820058e-01,-1.165398068298502121e+00,1.265243977027159517e-01,2.532946575722457183e+00,2.404001200676116667e+00,1.925999076856706793e+00,1.304707037925805224e+00
4.807546588062973358e-02,2.513478669845142233e-01,8.557949032994011107e-02,8.648806584089741012e-01,-3.509374174496468490e-01,-2.804477258862045908e-01,-2.239943052603979301e-01,2.939459330313627383e-01,-2.496197219685631019e+00,3.762751334147225180e-01,-2.589025344531112438e+00,1.972410438447105285e+00,8.610730834072843898e-01
7.255393416262230499e-02,-4.394131993266261471e-01,3.872354133449002478e-01,-2.873616392662453264e-02,7.610830194464544007e-01,6.362260565302101378e-01,1.230580163381026909e-01,-1.520340143756540030e-01,7.033513090365648424e-01,-6.647732430448973773e-01,9.863031793387855295e-01,2.777801307146113174e+00,7.763921893116974005e-01
8.293761568900365200e-02,9.134825711847835428e-02,2.462725468946616036e-01,1.902999398243577500e-01,9.340707125402917255e-01,1.865736045328269810e-01,-2.376723100593466087e-01,-2.269316609243447136e+00,-1.951791178921364889e-01,1.210804526335403253e+00,-2.216099717123187318e+00,-8.053155021649427425e-01,-1.215574174420371856e+00
-2.962647283469586057e-01,-4.745638398443147166e-02,1.712173998307664757e-01,-1.351413877587673562e-01,3.760337979813258569e-01,1.730243638735705081e-01,9.002210604048989095e-01,1.357009799500074720e+00,8.801295532169977065e-01,5.609946793173916646e-01,2.774473986340766807e+00,-2.441597004834171969e+00,1.352256149057970092e+00
9.445841051614417561e-02,-7.419841135638387264e-02,-5.404610375340739015e-02,9.253764227375257390e-01,-9.785885107982597933e-03,-3.772225231299821124e-01,3.585917926562229990e-02,-1.092080869313658553e+00,-2.705220173215164170e+00,2.328845147179276154e+00,2.442240566196741902e+00,-2.521125947148648905e+00,6.532699673020307962e-01
-2.538534981668871121e-02,1.701910382237929037e-02,2.382338831576566451e-01,-1.502589226727642224e-01,-7.187572820113537209e-02,9.858475079425703669e-01,-1.899544514352967395e-02,-2.588922466810057443e-01,-1.684699277550129048e+00,1.391220019327835900e+00,3.485776952508445881e-01,-1.226302643914305657e+00,-3.307297009739160742e-01
-2.991487735769487455e-01,-3.650001430581284456e-01,4.468806691787274854e-01,-1.111831499474769981e-02,8.984891201271328898e-01,-4.166280870551236082e-01,1.378938764472046885e-01,7.316499560610645325e-01,1.214528690535135347e+00,-2.290633756350918482e+00,-2.310422582565339944e+00,-1.938263305260436109e+00,2.988013147531418667e+00
9.268156436768013040e-02,4.530967999891811343e-02,7.095663371913872863e-01,1.308387021792261073e-01,1.930052854773095239e-01,8.275546433469860297e-01,5.106696643278524350e-01,1.191785048122382840e+00,-3.768679244336454737e-01,-1.357478394566111746e+00,6.470833378902796085e-02,-3.073530572738301103e-01,1.962697235669130791e-02
5.813175513076944689e-01,9.618863981293056253e-02,-3.651526173703978362e-02,-2.981140724034513356e-01,8.278350470617370505e-01,-1.970463161643392913e-01,4.324232694679891464e-01,-1.762376534371458137e+00,2.013576460240125598e+00,-1.772627714911434449e+00,2.555768110881461830e+00,-4.208265742573731316e-01,-1.646842468892938172e+00
4.375602740836332522e-02,1.369089331549422014e-02,6.525679817373196689e-01,2.108009940498205559e-01,9.448788228350722962e-01,1.835359376930311703e-01,1.705330192090545316e-01,1.740238968102361561e+00,-2.283174909940814956e-01,-1.440270212882891698e+00,6.652951198262178067e-01,-2.561391500304970315e+00,-6.537662028729136487e-01
1.698122451128643573e-01,-4.962258713328258214e-03,1.295391885588735581e-01,4.024429442934410878e-02,9.636015468237627557e-01,2.371418733540542056e-01,1.166884211345154965e-01,-1.469285638538725181e+00,1.152514062835276576e+00,1.371887173453154141e+00,2.618861332805976438e+00,1.227121068120245795e+00,-1.340537762450748627e+00
-2.036468417237056322e-02,-2.882119020746394811e-01,8.215904189634407051e-02,9.283058007677598145e-01,-2.540325848413693688e-01,2.269202055414535346e-01,1.490738287452416932e-01,-2.989843874536438406e+00,-1.032406714535226033e+00,2.954342941051449678e+00,1.624640942749218553e+00,-4.130813386244245322e-01,-1.167827042960566164e+00
-5.346978400659392339e-01,1.276812538066071645e-01,2.185618212185060916e-01,-3.294380370317710471e-01,7.599935470784807690e-01,-3.898563201122383637e-01,4.023585935757642562e-01,1.801437305596117255e+00,1.484824983650641528e+00,-1.655730895636729816e+00,5.195285972641245920e-01,2.896902841560471842e+00,-2.194242422125511904e+00
4.308335958845436187e-01,3.610673941323354619e-01,1.976418559475763836e-01,-5.463387054095113493e-01,5.691472314080807671e-01,-4.389406270125052467e-01,-4.300192715563407875e-01,-2.331537804647595635e+00,1.428907550971938001e+00,-1.405449405154357345e+00,1.929334431337833777e+00,-2.304548897012816511e+00,-2.847596590553845175e+00
-2.537546885627689139e-02,-1.526800984386711760e-02,2.721736245828462741e-01,2.610270856487950306e-02,4.025107955810449112e-01,9.067669763411398964e-01,-1.227898964224590495e-01,-2.531066297816180644e+00,-1.724308797735529364e+00,1.147661008434885943e+00,-1.072497496127769567e+00,-5.570147477381426349e-01,-1.441749642467942794e+00
1.986930739496474141e-01,-3.866573301074284486e-02,3.515430250610749874e-01,-5.557893571323500037e-01,6.000500562739670418e-02,7.546775594567128875e-01,3.434521379326755386e-01,-1.354420423393176698e+00,1.616824721471224358e+00,2.469702350265600366e+00,2.610549562875938534e+00,6.099143686485559712e-01,1.576999574990249009e+00
2.208067503255830566e-01,-3.594889755918796032e-02,1.674889567584618433e-01,-3.391676354606202870e-01,-6.823007489187336017e-01,1.463847776208233031e-01,6.308743931733874488e-01,-1.424902998253062769e+00,2.366538620353347611e+00,2.284600150349729297e+00,-8.673044130224605297e-02,-1.671617990421590871e+00,2.265481765303329453e+00
-7.121283028182850972e-03,1.741414928848672092e-02,2.292736710446962589e-01,4.754176515857963525e-01,1.641081238779077411e-01,5.197183110446216281e-01,6.906080345629106443e-01,-6.422172971794708474e-01,-1.917112857404022819e+00,1.220919421849040454e+00,-2.046559696728877942e+00,-3.276465243639865577e-01,-5.891892277925085963e-01
-2.270601847516409699e-02,-7.241413676528841124e-03,-1.086913358874503077e-01,2.964123420699978362e-01,7.988106799940701830e-01,1.131719440265870763e-01,5.111099021553336952e-01,-1.489634953875318635e+00,2.814528640386383174e+00,4.572427839366648428e-01,1.497206769191841147e-01,-2.798668053985478466e+00,2.310587999807222737e+00
-9.429900265041135654e-02,-3.217819046374741365e-01,3.565222154004704103e-01,8.211524427477762123e-01,1.809523839866363226e-01,-2.403722486130636660e-01,4.849598773049303979e-01,2.668170921850046007e-01,1.133512476839513283e-01,3.490472992453286238e-01,-5.450618578170383088e-01,-4.135664298715369114e-02,2.999454449626397512e+00
3.988041870227408969e-01,-1.207473490155314411e-01,-3.651534408679373706e-02,5.940212779407180177e-01,3.686771949361704603e-01,4.798415216618510670e-01,5.300641106290010507e-01,1.885005527056273777e+00,-2.348563947530063700e+00,-7.624288038136164403e-01,-1.802226339375416764e+00,3.551578831923762891e-02,1.983375135890590002e+00
3.214871706626216269e-02,-5.870489517987390743e-02,6.209806610399972726e-01,-3.447677071956076200e-02,9.532211153361577205e-01,-2.953887586495617668e-01,-5.409564512521861795e-02,-9.263647867130879732e-01,3.123143044374598887e-01,-2.390607291700606041e+00,-1.876194756611511139e+00,2.586173252671738254e+00,-1.159870939616523877e+00
6.271884374752985380e-02,-1.895579003069480448e-02,2.259835968547059815e-01,1.097364799025659851e-02,8.647452758566378517e-01,-1.020407801957218807e-01,4.916125162264097237e-01,-1.421697764158150967e+00,-6.015898403041730624e-01,1.505355722070982338e+00,-2.984541723436492155e+00,3.883115030256778510e-01,-1.874420232864658420e+00
1.209850963630754450e-01,1.553749367462297637e-01,5.306192194673440277e-01,9.695727229534477631e-01,1.270954175223093785e-01,9.489045259867184834e-02,-1.864706190129863939e-01,-2.489402149050239377e+00,8.360966245766436877e-01,-2.921476859560163675e+00,2.290630092034132481e+00,2.973860114367694152e+00,1.410542422566932075e+00
-3.984563309078940074e-01,-2.983253916249118398e-01,9.934220739219142005e-02,4.115207915500240232e-01,9.993701517342602758e-02,-3.116587390635322530e-01,8.506068783436905312e-01,9.614881583436041268e-01,1.270937171307395808e+00,-2.752573826705022597e-01,-6.392083572906264166e-01,-1.836151937601285367e+00,2.988810188714868588e+00
-3.010044482068263694e-02,-1.806839102818890708e-01,3.464652944871075002e-01,-2.009997678193893578e-02,7.006376472937646538e-01,-6.392366664621565997e-01,-3.163532240682460639e-01,4.161707353215948757e-02,1.240529221075668431e+00,2.254570014091184404e+00,2.296373751856712886e+00,-2.609651167864830867e+00,1.875206749256005168e+00
5.046068506970775164e-02,1.238228718386963495e-01,2.002636372042018997e-01,-4.781580559957444576e-01,5.760958644039905208e-01,5.166974305082251417e-01,-4.153338341734129080e-01,-2.526363762290578130e+00,8.197513568491547886e-01,1.434146445294716798e+00,-1.822327402712022648e+00,-1.217409731718827937e+00,2.462401372823008749e+00
-1.027898116054549033e-01,-4.202599589821868348e-02,6.542286330276362305e-01,-3.914464522119240342e-01,3.094138425873244058e-01,8.636734211023378016e-01,7.142108055349327689e-02,7.906347781093776561e-01,4.925333707643195780e-01,-2.565656758808340321e+00,1.875167109537060561e+00,-1.133262903683829537e+00,-1.544363666819490888e+00
3.349808139016333813e-02,-6.969713793491735809e-02,7.092767888546971378e-01,4.525275940269896102e-02,-7.414703682906513549e-02,8.653560713692890483e-01,4.935719546735015117e-01,2.751770807754331472e+00,-4.351054839384387307e-01,-1.163532119775926743e+00,-4.258557797389155297e-01,-1.482140320583260618e-01,2.141773214705424699e+00
-4.959599616828414687e-02,1.112474183726712973e-01,-1.841355992993798374e-02,-2.197652716412721030e-01,8.339088334970190530e-02,-2.029550748094567925e-01,9.505569018021395866e-01,-4.968736843839676176e-01,-1.705116574856463396e+00,2.676425517510109486e+00,2.245644796483645678e+00,2.602546104388094861e+00,-1.687131705209663046e+00
-3.133920087077216587e-01,1.527670167771806309e-01,5.627521630520482265e-01,-7.446446788147629281e-01,-1.259717553256065325e-01,2.509247739280357492e-01,6.055346208122283080e-01,1.933967105479979409e+00,9.551713540503636857e-01,-2.518639037655151292e+00,2.495003653267595212e+00,-1.706149147305097591e+00,-2.911880430724831381e+00
4.131663929404514324e-01,-2.001732443121412297e-02,-2.376136880507292992e-03,-3.512051858246608149e-01,3.127140910683533503e-01,4.043471585351785524e-01,7.844540713653582742e-01,1.718121831807078337e+00,-2.176868506703137918e+00,-1.060414106334637507e+00,2.169684479211448469e+00,-1.538111874588181882e+00,2.636628179691919982e+00
-2.458215353855978669e-01,4.022458353540517284e-01,-5.313137168825713547e-02,2.980689944174687023e-01,8.868438137520509024e-01,-2.288097028627322505e-01,2.689034110095019914e-01,2.579373673548928991e+00,1.606857798020818962e+00,-6.565706838430367398e-01,1.402829971067731663e-02,1.342143070407217031e+00,-1.939241017564393932e+00
-2.170401606017663410e-02,-1.259562000621252884e-02,3.205425403794067152e-01,1.938949747546736824e-01,8.716686458504769863e-01,-1.451117389744122910e-01,-4.260763943448436231e-01,-1.401038015970651029e+00,-1.097432999484360128e+00,9.344953589378937053e-01,-4.474051624819259665e-01,2.604130840666162960e+00,1.558081729818348471e+00
-1.380816268538698488e-01,4.665601800517158448e-01,3.593250206055735307e-01,2.518516731330308067e-01,-4.395231180644938451e-01,3.283329384640641391e-01,7.972375084919873789e-01,2.897322908972012279e+00,8.272231310423840966e-01,-6.608677878061648414e-01,-1.053462456633435629e+00,-2.231100779759968677e+00,6.429378344465686013e-02
1.469934735256780978e-02,6.335177909270668303e-03,6.619614833388862696e-01,2.100331523870326844e-01,-3.293438086607411008e-03,9.756371835544805915e-01,6.330335085772734183e-02,8.078013950551499178e-01,2.819497496774618917e-01,-2.609591689563035999e+00,-2.519103845179277101e+00,-5.541266882015269957e-01,-2.965275016396353713e+00
-1.699131907919013140e-02,-3.780297414894243091e-02,-1.524529231513569449e-01,5.113013035349429636e-01,-2.117650531545398410e-02,-4.370951368948873816e-01,7.396420579773256287e-01,-2.407707503789637826e+00,2.655194111692404491e+00,1.564944894650652785e-01,-1.877021695294680548e-01,8.404178727636324453e-01,-2.902227588403691882e-01
-1.507823480853479614e-01,5.296563681463781897e-02,1.036111431080474904e-01,1.061932475238113599e-01,8.095928065366575499e-01,-5.737999582731009296e-01,6.353022642988857827e-02,2.079228263022192991e+00,1.335474888973727126e+00,1.217537893654125014e+00,-1.532635902988427334e+00,-9.848957603872938726e-01,-8.384953370409413687e-01
6.842243233036215955e-02,-5.847424561999246123e-03,1.395017390509748489e-01,1.567688473938989024e-01,3.942854269810716628e-01,7.731023152025942036e-01,-4.714608581690868383e-01,2.119901678525148547e+00,-2.718663505304511396e+00,1.052648163872720311e+00,-7.979427693653700082e-01,9.410440784548486093e-01,-2.304243160791481948e+00
-6.118521713989858585e-02,-5.680350015729022234e-02,5.560659936107381629e-01,3.639785980598089776e-01,8.298864937301987377e-01,-1.681496765973052310e-01,-3.879866929919567053e-01,3.725002748831487409e-01,-5.572953811856868889e-01,-2.052391009524523469e-01,-8.291863791845663911e-01,1.817600289396758662e+00,2.089935314099200525e-02
-2.262458700150277863e-02,-2.295795551084278407e-01,6.240427331203858285e-01,4.402715335630794091e-01,-4.187420992730066932e-02,8.787545105907484944e-01,1.794381157764237400e-01,2.085676865523069523e-01,7.945592581656382158e-01,-2.616808864030126802e+00,1.300721145294874148e+00,9.613885108579642846e-01,-1.370330260247206278e+00
-2.760250912629792497e-01,-1.813566180724088261e-01,-1.617595853208342038e-01,-4.251493904319439965e-01,5.746639967996517440e-01,-3.614779697781074774e-01,5.986175439817104094e-01,1.022769838827144895e+00,1.935226858138536343e+00,-4.442503130426884717e-01,-2.686786172754175084e+00,-1.620541181592895175e+00,4.256219575999193871e-01
4.431904285197204446e-02,-2.275928351702515562e-01,1.067377103453644172e-01,9.932057835093183185e-01,2.957699813823402857e-02,2.654857778211413416e-02,1.093738808057914125e-01,2.983821628390867176e+00,-8.830830261306732432e-01,2.685666578644681834e+00,1.273662670831149590e+00,-2.570308406551680136e-02,-1.172580047225082467e+00
4.034360482932547454e-01,-1.612429621407809321e-01,1.466476042310803918e-01,-5.202541383684045062e-01,6.810804339774051419e-01,-4.254686103012284004e-01,-2.905882578702048691e-01,1.889450805112294240e+00,-1.235343392407490359e+00,-2.393804459005218099e+00,-1.260200182061889329e+00,-1.043535910067244776e+00,-2.512852228132080867e+00
-6.149980729339828839e-02,2.287391068025726448e-01,1.091608022362909047e-01,-2.156696447513973547e-01,9.015803814745118050e-01,-2.929449185480594853e-01,2.341424668229817596e-01,-3.017825802019862280e-01,-2.385075461860452162e+00,2.717729273892435238e-01,-1.859682082931397584e+00,-2.714824254647277613e+00,-1.910086607582125451e+00
-1.959423228272952622e-01,7.373873812755149526e-02,-2.855511057450230844e-02,-6.747872086803284875e-01,1.022612033844997603e-01,-8.993941446825910735e-02,7.253383837967435355e-01,1.701906116039562988e+00,-2.964099255506011499e+00,2.502888699768181624e+00,1.445495967597827836e+00,-1.667524863114426159e+00,-2.015949591093335158e+00
-1.472344352286455993e-01,-2.928549971851041045e-01,4.360673332316795658e-01,6.921133743951100037e-01,-4.621860015422188384e-01,-4.949447350919677358e-01,-2.497856804674220832e-01,-2.745613708612049564e+00,-1.242560752907140076e+00,-9.280313911099824509e-01,-1.900792957527414062e+00,-2.262010093243947306e+00,-8.322769349200482836e-01
-1.675219900402134809e-01,2.676386541812329489e-01,1.382658510220571568e-01,1.747963052309904064e-01,8.415022506661242740e-01,4.719269437810920120e-01,-1.964819929023530476e-01,2.511452935309021584e+00,2.442631558299275696e+00,2.368371903617966900e+00,-4.204049843414399135e-01,1.978809953286875256e+00,-2.496537715411867087e+00
-1.314815778475093566e-01,1.641417767472953537e-01,4.223977195359052694e-01,2.528409998308263629e-01,6.658649848751060363e-01,5.384220773024513823e-02,6.998544615765172061e-01,-7.426812357353407279e-01,-1.470069904779253145e+00,-1.263236593942727026e-01,5.423270974341765083e-01,1.607336281228477937e+00,2.023685688227920387e+00
-5.590412926405111116e-02,-4.833850669962622137e-02,7.340535102193804229e-02,3.187515117793365271e-01,5.783456454319996221e-01,7.164824940383150986e-01,2.248702378814678993e-01,7.789360408234990985e-01,2.064558487916702489e+00,1.271160986644325419e+00,-4.107887686961779750e-01,-7.185119963026398437e-02,6.057371063874565920e-01
